"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17","X2020.09.18","X2020.09.19","X2020.09.20","X2020.09.21","X2020.09.22","X2020.09.23","X2020.09.24","X2020.09.25","X2020.09.26","X2020.09.27","X2020.09.28","X2020.09.29","X2020.09.30","X2020.10.01","X2020.10.02","X2020.10.03","X2020.10.04","X2020.10.05","X2020.10.06","X2020.10.07","X2020.10.08","X2020.10.09","X2020.10.10","X2020.10.11","X2020.10.12","X2020.10.13","X2020.10.14","X2020.10.15","X2020.10.16","X2020.10.17","X2020.10.18","X2020.10.19","X2020.10.20","X2020.10.21","X2020.10.22","X2020.10.23","X2020.10.24","X2020.10.25","X2020.10.26","X2020.10.27","X2020.10.28","X2020.10.29","X2020.10.30","X2020.10.31","X2020.11.01","X2020.11.02","X2020.11.03","X2020.11.04","X2020.11.05","X2020.11.06","X2020.11.07","X2020.11.08","X2020.11.09","X2020.11.10","X2020.11.11","X2020.11.12","X2020.11.13","X2020.11.14","X2020.11.15","X2020.11.16","X2020.11.17","X2020.11.18","X2020.11.19","X2020.11.20","X2020.11.21","X2020.11.22","X2020.11.23","X2020.11.24","X2020.11.25","X2020.11.26","X2020.11.27","X2020.11.28","X2020.11.29","X2020.11.30","X2020.12.01","X2020.12.02","X2020.12.03","X2020.12.04","X2020.12.05","X2020.12.06","X2020.12.07","X2020.12.08","X2020.12.09","X2020.12.10","X2020.12.11","X2020.12.12","X2020.12.13","X2020.12.14","X2020.12.15","X2020.12.16","X2020.12.17","X2020.12.18","X2020.12.19","X2020.12.20","X2020.12.21","X2020.12.22","X2020.12.23","X2020.12.24","X2020.12.25","X2020.12.26","X2020.12.27","X2020.12.28","X2020.12.29","X2020.12.30","X2020.12.31","X2021.01.01","X2021.01.02","X2021.01.03","X2021.01.04","X2021.01.05","X2021.01.06","X2021.01.07","X2021.01.08","X2021.01.09","X2021.01.10","X2021.01.11","X2021.01.12","X2021.01.13","X2021.01.14","X2021.01.15","X2021.01.16","X2021.01.17","X2021.01.18","X2021.01.19","X2021.01.20","X2021.01.21","X2021.01.22","X2021.01.23","X2021.01.24","X2021.01.25","X2021.01.26","X2021.01.27","X2021.01.28","X2021.01.29","X2021.01.30","X2021.01.31","X2021.02.01","X2021.02.02","X2021.02.03","X2021.02.04","X2021.02.05","X2021.02.06","X2021.02.07","X2021.02.08","X2021.02.09","X2021.02.10","X2021.02.11","X2021.02.12","X2021.02.13","X2021.02.14","X2021.02.15","X2021.02.16","X2021.02.17","X2021.02.18","X2021.02.19","X2021.02.20","X2021.02.21","X2021.02.22","X2021.02.23","X2021.02.24","X2021.02.25","X2021.02.26","X2021.02.27","X2021.02.28","X2021.03.01","X2021.03.02","X2021.03.03","X2021.03.04","X2021.03.05","X2021.03.06","X2021.03.07","X2021.03.08","X2021.03.09","X2021.03.10","X2021.03.11","X2021.03.12","X2021.03.13","X2021.03.14","X2021.03.15","X2021.03.16","X2021.03.17","X2021.03.18","X2021.03.19","X2021.03.20","X2021.03.21","X2021.03.22","X2021.03.23","X2021.03.24","X2021.03.25","X2021.03.26","X2021.03.27","X2021.03.28","X2021.03.29","X2021.03.30","X2021.03.31","X2021.04.01","X2021.04.02","X2021.04.03","X2021.04.04","X2021.04.05","X2021.04.06","X2021.04.07","X2021.04.08","X2021.04.09","X2021.04.10","X2021.04.11","X2021.04.12","X2021.04.13","X2021.04.14","X2021.04.15","X2021.04.16","X2021.04.17","X2021.04.18","X2021.04.19","X2021.04.20","X2021.04.21","X2021.04.22","X2021.04.23","X2021.04.24","X2021.04.25","X2021.04.26","X2021.04.27","X2021.04.28","X2021.04.29","X2021.04.30","X2021.05.01","X2021.05.02","X2021.05.03","X2021.05.04","X2021.05.05","X2021.05.06","X2021.05.07","X2021.05.08","X2021.05.09","X2021.05.10","X2021.05.11","X2021.05.12","X2021.05.13","X2021.05.14","X2021.05.15","X2021.05.16","X2021.05.17","X2021.05.18","X2021.05.19","X2021.05.20","X2021.05.21","X2021.05.22","X2021.05.23","X2021.05.24","X2021.05.25","X2021.05.26","X2021.05.27","X2021.05.28","X2021.05.29","X2021.05.30","X2021.05.31","X2021.06.01","X2021.06.02","X2021.06.03","X2021.06.04","X2021.06.05","X2021.06.06","X2021.06.07","X2021.06.08","X2021.06.09","X2021.06.10","X2021.06.11","X2021.06.12","X2021.06.13","X2021.06.14","X2021.06.15","X2021.06.16","X2021.06.17","X2021.06.18","X2021.06.19","X2021.06.20","X2021.06.21","X2021.06.22","X2021.06.23","X2021.06.24","X2021.06.25","X2021.06.26","X2021.06.27","X2021.06.28","X2021.06.29","X2021.06.30","X2021.07.01","X2021.07.02","X2021.07.03","X2021.07.04","X2021.07.05","X2021.07.06","X2021.07.07","X2021.07.08","X2021.07.09","X2021.07.10","X2021.07.11","X2021.07.12","X2021.07.13","X2021.07.14","X2021.07.15","X2021.07.16","X2021.07.17","X2021.07.18","X2021.07.19","X2021.07.20","X2021.07.21","X2021.07.22","X2021.07.23","X2021.07.24","X2021.07.25","X2021.07.26","X2021.07.27","X2021.07.28","X2021.07.29","X2021.07.30","X2021.07.31","X2021.08.01","X2021.08.02","X2021.08.03","X2021.08.04","X2021.08.05","X2021.08.06","X2021.08.07","X2021.08.08","X2021.08.09","X2021.08.10","X2021.08.11","X2021.08.12","X2021.08.13","X2021.08.14","X2021.08.15","X2021.08.16","X2021.08.17","X2021.08.18","X2021.08.19","X2021.08.20","X2021.08.21","X2021.08.22","X2021.08.23","X2021.08.24","X2021.08.25","X2021.08.26","X2021.08.27","X2021.08.28","X2021.08.29","X2021.08.30","X2021.08.31","X2021.09.01","X2021.09.02","X2021.09.03","X2021.09.04","X2021.09.05","X2021.09.06","X2021.09.07","X2021.09.08","X2021.09.09","X2021.09.10","X2021.09.11","X2021.09.12","X2021.09.13","X2021.09.14","X2021.09.15","X2021.09.16","X2021.09.17","X2021.09.18"
"301","city","Chicago","driving","","Illinois","United States",100,103.68,104.45,108.72,132.8,113.44,87.48,100.24,101.3,100.51,104.47,121.92,118.55,85.17,93.81,97.36,98.96,103.79,124.37,122.53,85.96,94.62,97.39,102.86,103.66,117.63,124.27,88.41,98.78,105.64,108.54,115.99,147.32,141.24,111.31,111.07,104.69,105.82,110.84,132.55,138.5,100.83,99.41,100.35,103.39,114.33,139.02,142.31,105.39,105.25,108.28,110.71,116.43,137.62,144.91,107.11,105.68,109.76,107.34,105.61,118.59,104.18,73.81,79.01,73.67,64.5,62.72,68.97,51.2,33.74,44.91,48.52,52.11,49.1,54.99,47.85,38.57,49.45,50.11,51.83,53.18,60.69,51.68,42.15,50.47,54.89,52.65,54.2,62.27,57.07,38.31,52.4,54.24,58.82,60.37,63.03,66.6,52.76,63.72,62,61.3,64.21,71.76,64.36,57.52,62.12,64.69,62.47,68.94,82.63,84.47,64.17,67.98,68.33,74.81,78.22,86.87,89.82,63.01,NA,NA,81.62,75.81,98.86,93.06,65.56,84.56,86.07,92.37,94.57,108.78,93.97,85.41,77.37,93.96,95.52,96.74,117.68,116.09,90.53,95.48,101.41,101.67,111.51,124.98,127.81,96.98,113.25,107.41,112.9,124.25,138.21,129.88,103.23,116.79,122.06,124.24,131.17,152.31,130.93,100.88,113.32,127.85,129.89,137.92,138.54,147.1,116.73,124.18,135.76,141.97,151.04,149.45,117.39,108.55,129.66,132.77,136.01,138.68,158.22,150.26,119.89,132.7,136.92,133.1,145.38,166.11,154.24,114.04,131.55,131.58,140.82,145.34,164.6,158.62,121.59,129.3,136.67,139.41,143.9,158.33,151.5,118.15,130.8,136.6,137.49,142.58,162.59,155.45,122.48,124.78,143.08,144.22,145.62,164.33,151.2,121.45,127.35,131.22,134.09,138.01,157.92,152.1,114.52,122.62,124.18,127.44,130.81,149.19,147.98,113.12,118.64,120.09,128.74,134.83,159.82,148.21,110.96,104.49,111.07,117.88,125.2,145.19,141.26,115.71,116.87,125,133.36,132.07,153.72,154.75,111.95,113.76,118.81,121.94,125.92,153.95,149.93,107.67,108.63,112.08,115.26,119.07,141.35,140.58,101.82,108.43,114.03,117.17,122.93,148.64,146.72,109.13,106.83,112.78,115.39,118.61,143.24,142.85,93.78,104.24,106.46,110.06,118.33,131.36,136.02,93.59,100,103.63,107.14,111.99,135.3,123.91,83.35,99.6,104.02,95.53,100.25,119.53,116.61,86.22,94,92.44,95.66,89.41,111.63,103.84,74.28,88.1,89.03,91.12,95.42,110.69,102.35,75.47,93.2,97.42,108.42,53.84,93.06,97.27,76.06,87.27,89.52,92.04,93.73,111.59,107.97,77.72,88.63,90.59,95.52,98.75,112.37,107.46,82.94,92.59,95.91,98.47,100.95,120.22,115.13,89.32,108.98,116.2,124.75,88.8,49.28,90.65,78.71,96.54,101.02,99.37,103.93,63.72,91.45,74.1,88.32,92.34,89.18,90.97,106.27,106.15,78.04,86,89.67,91.06,92.61,108.77,104.57,79.58,91.3,87.67,87.58,94.25,107.53,110.62,77.39,81.52,74.09,87.93,92.24,112.09,96.77,56.17,84.45,90.34,94.17,87.85,106.45,100.63,72.95,84.9,90.67,92.44,96.81,116.59,110.26,92.04,79.88,73.1,92.29,96.23,112.74,114.72,78.97,91.49,96.45,99.59,102.82,124,135.44,91.07,96.53,101.2,104.88,107.08,127.66,129.48,95.55,101.63,107.16,105.91,110.99,NA,138.67,98.37,98.21,106.63,115.02,115.3,141.54,146.87,110.65,111.22,110.18,116.05,117.11,139.02,141.08,105.18,115.48,118.74,121.36,129.24,147.6,144.43,96.95,116.7,126.71,123.68,124.46,146.15,140.51,108.2,118.22,121.73,121.05,125.65,152.85,154.12,113.23,112.96,115.91,118.63,130.45,149.58,150.5,112.33,122.04,131.76,122.68,130.11,157.61,165.32,126.97,117.87,123.22,134.39,133.93,162.96,165.39,113.67,125.07,130.85,137.1,146.65,170.46,165.38,130.21,129.54,133.95,137.88,151.39,177.48,181.63,129.86,140.45,143.32,152.85,153.07,172.74,172.51,138.3,115.74,149.97,153.72,163.51,192.54,184.87,141.24,143.5,155.28,161.72,171.7,196.1,189.03,153.29,157.27,161.77,167.97,174.52,198.43,196.18,134.17,156.56,161.47,162.46,166.94,183.56,172.15,145.93,148.56,153.4,163.52,179.2,193.26,173.88,136.62,135.28,160.13,161.95,171.77,198.6,183.71,137.62,151.85,156.46,165.79,166.62,191.5,191.51,150.9,156.09,161.52,162.55,169.93,193.13,184.99,147.97,154.69,160.42,169.95,180.46,200.47,190.13,149.43,154.4,156.21,159.65,162,185.29,183.25,142.59,143.04,153.94,155.56,164.81,187.53,187.79,146.04,151.25,154.19,156.23,166.74,192.39,184.26,143.2,146.2,147.69,154.8,166.73,188.01,184.43,138.54,146.41,150.18,154.98,160.98,195.87,176.62,152.13,122.1,143.62,150.5,158.6,186.22,183.24,136.31,142.97,148.83,158.94,174.97,193.32,191.79
"302","city","Chicago","transit","","Illinois","United States",100,100.93,100.61,103.79,120.72,100.06,76.4,94.32,97.02,98.67,100.8,112.21,103.35,75.74,96.07,95.64,96.13,102.01,116.01,101.81,80.54,96.17,94.76,99.22,101.71,110.71,109.33,80.62,98.65,101.01,103.53,110.52,126.91,116.21,97.71,102.23,104.2,104.22,106.83,127.11,119.65,92.28,95.35,96.83,98.87,107.54,125.54,119.67,90.08,100.09,101.8,103.07,107.55,121.35,120.36,92.86,99.12,102,97.18,90.19,92.55,71.48,51.63,48.56,41.09,33.64,31.04,29.79,23.26,19.23,23.17,23.53,24.42,22.26,23.87,21.64,20.57,22.72,22.37,21.76,22.58,23.05,20.35,19.46,21.63,23.4,22.1,21.57,22.89,21,18.1,22.65,22.24,21.46,22.3,21.91,22.47,21.57,24.87,23.54,23.36,23.31,22.93,21.12,21.61,23.38,23.51,22.92,24.02,25.48,26.35,24.67,25.12,24.96,27.13,27.21,26.2,26.17,21.1,NA,NA,27.24,25.16,28.17,26.31,22.44,29.38,27.88,29.7,29.44,31.25,27.57,27.57,28.82,31.9,32.17,31.49,34.53,38.51,25.11,26.64,29.18,31.29,36.19,38.28,41.83,33.7,41.53,39.07,40.12,42,43.86,40.94,36.97,44.25,45.51,46.07,46.16,50.34,41.38,35.34,41.46,45.05,44.78,45.93,42.06,45.38,40.84,44.32,46.91,48.43,50.64,49.17,42.51,39.21,49.12,48.22,48.25,48.01,50.32,47.2,41.37,48.75,48.49,44.99,49.52,53.47,48.66,37.63,47.24,45.69,48.73,49.73,52.3,49.31,40.89,45.19,47.42,46.8,47.82,50.66,47.67,39.33,47.88,48.32,47.65,48.57,52.39,48.58,41.95,43.26,48.8,49.45,49.2,52.24,49.13,43.36,47.67,47.93,48.76,50.28,53.44,51.45,41.59,47.07,47.41,47.38,47.28,51.12,49.49,41.56,47.37,45.29,50.19,51.89,57.64,53.6,41.96,43.38,43.5,45.09,46.09,51.26,46.6,44.66,45.49,47.3,49.47,50.39,55.76,56.84,45.6,47.11,48.4,49.49,49.31,58.47,56.64,44.23,45.33,45.29,45.46,46.31,53.27,54.87,43.34,46.21,47.74,48.65,50.76,58.3,58.73,45.94,45.24,47.47,47.92,48.71,54.47,54.22,39.27,43.37,44.61,45.44,47.77,48.97,52.93,39.02,41.64,42.28,43.58,43.4,50,45.28,34.29,42.31,40.02,38.29,41.58,46.92,46.01,37.66,42.04,38.84,38.8,38.22,42.42,38.81,30.76,37.02,36.23,35.13,37.45,39.44,35.5,29.51,36.22,34.4,32.59,19.97,31.22,31.18,27.93,32.46,33.73,34.84,33.37,36.73,34.94,27.95,33.36,32.91,34.9,35.15,34.82,32.33,29.61,34.34,33.7,33.91,33.31,35.53,33.47,28.7,34.26,34.91,33.2,22.55,15.04,26.62,26.78,33.03,33.89,32.57,30.67,24.5,30.3,28.53,34.4,35.59,32.89,32.8,35.95,34.93,29.74,34.12,35.26,35.09,34.91,38.47,36.81,31.06,35.86,35.41,33.37,36.5,36.83,39.26,31.2,34.56,33.33,35.09,35.37,40.79,37.95,35.31,42.79,39.83,39.94,38.4,41.72,36.92,30.41,37.27,38.74,39.09,41.67,46.89,46.93,37.02,43.1,47.21,44.59,45.14,47.8,47.11,36.43,42.17,43.93,44.06,44.76,50.54,54.65,39.58,42.86,45.7,46.99,47.38,52.96,53.56,43.54,49.52,50.15,47.61,49.18,NA,62.61,43.71,46.14,48.93,50.88,50.91,62.24,64.65,52.84,53.15,50.23,53.68,54.01,61.43,63.59,49.79,55.61,56.05,56.73,59.67,66.9,66.26,49.21,57.43,61.33,58.2,57,66.75,61.67,52.79,59.98,59.1,56.07,61.36,75.34,72.67,56.24,57.48,56.34,57.04,65.33,73.98,73.03,55.7,61.45,67.66,56.63,61.81,77.25,85.53,65.4,62.09,63.64,67.57,65.99,81.54,83.21,55.54,65.01,67.23,70.44,75.72,91.22,88.4,71,72.09,71.86,74.35,81.29,95.82,104.64,72.01,79.34,78.19,80.99,80.32,89.24,100.17,88.12,75.64,87.18,87.92,93.59,109.11,112.51,84.65,85.84,91.53,94.42,103.99,122.61,121.92,100.04,95.94,97.91,102.71,108.69,128.05,128.61,85.45,98.77,101.89,99.73,101.57,113.98,105.43,97.63,91.77,94.09,96.81,108.73,116.5,113.08,101.86,100.29,112.52,112.13,117.66,136.85,126.16,94.66,102.77,105.65,110.56,110.97,128.31,135.14,106.88,107.34,112.2,112.5,118.95,135.68,136.21,109.78,113.78,116.23,136.72,160.49,164.35,153.64,125.65,116.88,112.55,113.3,117.28,141.75,152.64,118.39,106.07,111.08,108.96,118.45,131.63,141.99,112.26,107.13,108.26,114.29,125.57,150.38,148.4,120.4,119.77,114.21,119.49,135.72,144.49,142.77,114.33,131,127.42,126.14,137.43,166,144.5,133.59,113.93,128.41,131.95,138.15,160.74,152.63,114.42,121.9,124.24,126.13,150.66,172.72,164.6
"303","city","Chicago","walking","","Illinois","United States",100,104.58,107.2,104.82,128.05,142.28,94.61,94.64,90.79,96.11,97.16,128.42,145.78,92.82,92.37,93.16,94.11,100.39,135.92,152.61,105.94,96.07,94.47,95.46,97.42,132.03,162.66,92.79,95.88,100.79,100.75,108.59,169.24,202.36,153.66,107.31,101.66,103.78,109.88,152.73,197.98,132.62,94.5,91.12,95.13,111.01,153.08,190.37,137.23,110.47,110.86,115.71,121.4,152.14,210.66,152.32,99.89,114.13,109.88,113.02,145.88,154.52,85.03,64.43,69.29,47.92,47.39,52.42,44.05,30.86,38.71,43.43,52.92,39.76,44.42,41.54,34.73,42.66,40.45,46.02,49.62,58.08,47.03,43.43,45.63,59.13,46.38,43.13,53.01,54.02,38.82,42.32,41.34,41.05,47.57,46.64,62.15,53.67,56.26,50.12,46.18,48.73,55.14,46.7,56.41,48.9,52.88,42.55,52.79,69.78,82.16,64.79,52.8,49.94,63.42,65.17,64.7,77.87,45.01,NA,NA,71.82,59.64,87.52,86.32,50.59,68.9,67.36,79.98,79.34,93.33,85.67,88.31,76.82,83.07,83.64,81.61,105.31,124.97,83.42,77.35,84.12,84.26,99.1,109.9,122.93,93.92,101.39,87.03,94.12,113.6,123.33,128.79,103.83,105.77,112.87,116.09,120.4,148.55,127.37,97.36,96.72,122.2,121.03,133.18,118.46,162.17,126.23,111.04,126.79,136.1,143.18,159.89,148.81,117.15,124.15,124.86,127.69,128.71,160.99,172.1,134.75,132.64,134.2,118.85,141.51,170.52,178.68,119.37,127.21,120.88,134.78,143.21,169.07,188.31,128.22,120.78,130.68,128.93,136.91,165.48,174.53,124.25,123.78,135.92,135.19,142.64,175.07,188.64,137.51,104.95,131.27,134.76,138.56,162.84,163.96,132.56,123.34,128.39,130.95,136.51,166.95,183.63,123.58,116.46,119.73,120.68,122.75,152.02,177.14,127.62,116.27,108.95,127.87,133.42,171.85,197.48,141.13,121.34,97.1,109.38,113.46,148.13,152.74,134.33,112.56,120.94,132,129.03,160.49,192.89,129.6,111.35,117.03,119.5,126.35,169,193.62,125.69,101.45,107.27,107.6,110.73,151.01,169.12,114.47,103.85,113.05,117.11,122.45,171.19,198.12,132.98,99.16,109.19,111.6,115.34,156.2,185.14,101.28,93.44,97.44,104.09,115.67,130.87,166.21,100.58,88.58,90.57,99.41,102.89,131.61,149.51,83.42,93.49,105.88,89.99,95.96,129.04,149.8,103.65,94.69,84.92,87.76,83.3,109.95,109.35,69.96,78.32,78.17,80.71,88.23,104.62,101.57,71.51,81.95,80.72,92.16,45.65,88.66,101.14,71.72,74.39,78.06,84.13,84.31,106.17,112.55,74.55,79.83,80.36,89.2,94.79,102.79,107.28,80.38,83.45,85.52,86.56,89.75,108.51,116.18,87.09,97.69,102.9,106.97,72.93,39.43,85.63,76.12,87.2,84,91.03,109.91,68.55,93.37,70.06,78.4,81.94,80.53,82.13,98.31,112.47,74.65,74.66,80.62,81.02,80.87,101.44,110.26,80.57,79.48,73.92,75.51,83.15,95.27,110.82,75.08,68.83,67.86,76.41,78,101.15,98.73,63.53,78.86,78.91,84.53,75.09,97.11,97.09,67.6,68.55,75.77,75.67,81.31,112.15,127.95,101.11,66.28,67.76,79.99,84.16,106.17,124.42,78.09,79.09,88.4,89.2,93.54,124.54,162.1,96.48,85.97,90.13,100.61,95.82,130.96,162.69,110.47,105.75,110.92,103.47,109.74,NA,203.17,113.05,85.96,97.45,104.4,105.67,154.11,206.76,149.6,120.45,104.5,113.98,112.88,148.89,191.32,124.76,127.26,128.33,120.38,132.91,178.73,211.43,120.31,124.78,145.19,135.22,119.86,169.5,171.37,127.94,120.27,120.3,114.47,124.55,171.59,207.48,137.89,105.26,105.82,109.49,132.45,171.63,203.07,127.98,129.24,145.98,111.23,126.79,177.49,244.58,174.85,123.17,120.74,141.57,133.47,184.9,216.14,124.54,126.02,133.06,144.86,162.53,218.58,237.32,182.69,145.37,141.24,154.58,179.06,237.18,301.81,176.4,164.24,161.61,172.46,158.52,194.48,290.24,241.87,170.61,180.2,181.48,198.34,253.57,300.4,203.14,164.78,183.04,192.95,213.91,281.21,316.18,236.57,194.34,196.3,203.71,219.02,281.45,319.45,180.18,190.4,202.46,196.45,194.54,248.38,259.81,223.62,174.54,177.2,184.56,218.9,263.36,308.05,262.68,204.32,208.01,205.75,229.25,310.63,311.32,197.76,194.54,198.42,207.61,211.23,274.53,339.31,232.85,201.2,203.92,208.71,230.26,289.38,324.87,237.4,208.73,213.46,245.44,312.8,363.93,389.53,276.3,219.97,208.02,209.86,222.93,290.93,345.46,228.81,185.37,191.71,192.11,217.23,279.41,344.17,234.18,197.09,193.72,197.78,223.15,295.95,333.43,236.55,197,180.24,190.55,238.45,268.31,306.66,208.68,196.22,186.65,194.46,211.01,283.99,335.81,303.35,203.73,173.59,191.14,206.5,268.17,314.68,208.06,182.35,183.95,195.97,235.49,287.34,343.61
